gene1,gene2,score,SHH_cor
SOX2,GLI1,0.772,FALSE
SOX2,ID2,0.418,FALSE
SOX2,BMP4,0.745,FALSE
SOX2,FOXA1,0.74,FALSE
SOX2,JAG1,0.701,FALSE
SOX2,USP44,0.422,FALSE
SOX2,SIX3,0.615,FALSE
SOX2,RORA,0.492,FALSE
SOX2,FGF2,0.933,FALSE
SOX2,EGF,0.725,FALSE
SOX2,CDK6,0.474,FALSE
SOX2,GJA1,0.612,FALSE
SOX2,MSI2,0.772,FALSE
SOX2,WNT1,0.541,FALSE
SOX2,SHH,0.824,FALSE
SOX2,CLU,0.461,FALSE
SOX2,FGF8,0.65,FALSE
SOX2,DSP,0.411,FALSE
SOX2,HNRNPU,0.419,FALSE
SOX2,ANXA2,0.425,FALSE
SOX2,ZFHX4,0.437,FALSE
SOX2,FGFR3,0.442,FALSE
SOX2,PODXL,0.442,FALSE
SOX2,DLK1,0.466,FALSE
SOX2,EPHA7,0.486,FALSE
SOX2,PITX2,0.503,FALSE
SOX2,QKI,0.504,FALSE
SOX2,FGFR2,0.512,FALSE
SOX2,CDKN1A,0.52,FALSE
SOX2,PTCH1,0.532,FALSE
SOX2,L1TD1,0.541,FALSE
SOX2,BMP7,0.542,FALSE
SOX2,ELAVL4,0.573,FALSE
SOX2,ZIC2,0.581,FALSE
SOX2,POU3F1,0.583,FALSE
SOX2,PTPRZ1,0.586,FALSE
SOX2,NKX2-2,0.6,FALSE
SOX2,LHX2,0.601,FALSE
SOX2,ITGA6,0.607,FALSE
SOX2,FN1,0.622,FALSE
SOX2,NKX2-1,0.627,FALSE
SOX2,IGF1R,0.637,FALSE
SOX2,FOXO3,0.64,FALSE
SOX2,AGO1,0.682,FALSE
SOX2,DCX,0.686,FALSE
SOX2,TCF12,0.691,FALSE
SOX2,GLI2,0.694,FALSE
SOX2,GLI3,0.747,FALSE
SOX2,FOXG1,0.749,FALSE
SOX2,SOX1,0.771,FALSE
SOX2,FOXA2,0.841,FALSE
SOX2,PBX1,0.87,FALSE
SOX2,NES,0.891,FALSE
SOX2,OTX2,0.914,FALSE
SOX2,PAX6,0.977,FALSE
SOX2,CTNNB1,0.991,FALSE
SP8,SHH,0.608,FALSE
SP8,ETV5,0.416,FALSE
SP8,FGF8,0.446,FALSE
SP8,NKX2-1,0.433,FALSE
SP8,LHX2,0.52,FALSE
SP8,CTNNB1,0.494,FALSE
SP8,PAX6,0.6,FALSE
SPON1,LRP4,0.503,TRUE
SPON1,ZNF385B,0.405,TRUE
SPRY1,EGF,0.612,FALSE
SPRY1,IL17RD,0.453,FALSE
SPRY1,ETV5,0.543,FALSE
SPRY1,FGF8,0.7,FALSE
SPRY1,SPRY4,0.536,FALSE
SPRY1,SPRY2,0.767,FALSE
SPRY1,FGFR2,0.402,FALSE
SPRY2,DUSP4,0.567,FALSE
SPRY2,JAG1,0.474,FALSE
SPRY2,EGF,0.742,FALSE
SPRY2,NKD1,0.526,FALSE
SPRY2,IL17RD,0.639,FALSE
SPRY2,SHH,0.439,FALSE
SPRY2,ETV5,0.599,FALSE
SPRY2,FGF8,0.721,FALSE
SPRY2,FOXO3,0.455,FALSE
SPRY2,SPRY4,0.625,FALSE
SPRY2,PBX1,0.489,FALSE
SPRY2,FGFR2,0.49,FALSE
SPRY2,SPRY1,0.767,FALSE
SPRY4,DUSP4,0.572,FALSE
SPRY4,EGF,0.482,FALSE
SPRY4,IL17RD,0.871,FALSE
SPRY4,ETV5,0.638,FALSE
SPRY4,FGF8,0.713,FALSE
SPRY4,FEZF1,0.447,FALSE
SPRY4,SPRY1,0.536,FALSE
SPRY4,FGFR2,0.588,FALSE
SPRY4,SPRY2,0.625,FALSE
SRSF6,QKI,0.469,TRUE
SRSF6,HNRNPU,0.778,TRUE
SSBP3,LDB2,0.887,TRUE
SSBP3,LHX2,0.726,TRUE
SULF2,FGF2,0.685,TRUE
SULF2,HS3ST3B1,0.418,TRUE
SULF2,HS6ST2,0.593,TRUE
SURF4,LMAN1,0.949,FALSE
SURF4,KDELR2,0.691,FALSE
SURF4,ARCN1,0.659,FALSE
SURF4,SEC24D,0.432,FALSE
SURF4,ARF4,0.674,FALSE
SURF4,COPB2,0.702,FALSE
SURF4,ARF1,0.643,FALSE
SURF4,RAB1A,0.657,FALSE
TCF12,EFNB1,0.423,FALSE
TCF12,ID2,0.924,FALSE
TCF12,VGF,0.502,FALSE
TCF12,LDB2,0.662,FALSE
TCF12,SOX2,0.691,FALSE
TCF12,FOXO3,0.452,FALSE
TCF12,PBX1,0.519,FALSE
TCF7L2,EFNB1,0.533,TRUE
TCF7L2,ID2,0.525,TRUE
TCF7L2,FOXA1,0.609,TRUE
TCF7L2,APC,0.814,TRUE
TCF7L2,WNT1,0.512,TRUE
TCF7L2,IRS1,0.585,TRUE
TCF7L2,CTNND2,0.912,TRUE
TCF7L2,EDNRA,0.4,TRUE
TCF7L2,FOXG1,0.521,TRUE
TCF7L2,FZD8,0.407,TRUE
TCF7L2,ZIC2,0.566,TRUE
TCF7L2,TLE4,0.909,TRUE
TCF7L2,NKX2-2,0.407,TRUE
TCF7L2,CTNNBIP1,0.483,TRUE
TCF7L2,WNT5B,0.468,TRUE
TCF7L2,FOXA2,0.703,TRUE
TCF7L2,ADAMTS9,0.569,TRUE
TCF7L2,PAX6,0.424,TRUE
TCF7L2,CTNNB1,0.999,TRUE
TENM1,EGF,0.582,FALSE
TENM1,ADGRL1,0.986,FALSE
TENM1,AFF2,0.538,FALSE
TFPI2,SFRP1,0.506,FALSE
TIAM1,EFNB1,0.577,FALSE
TIAM1,NTRK2,0.908,FALSE
TIAM1,TPM1,0.412,FALSE
TIAM1,RHOU,0.479,FALSE
TIAM1,CTNNB1,0.645,FALSE
TLE4,APC,0.523,FALSE
TLE4,WNT1,0.498,FALSE
TLE4,PAX6,0.466,FALSE
TLE4,OTX2,0.659,FALSE
TLE4,TCF7L2,0.909,FALSE
TLE4,CTNNB1,0.935,FALSE
TLE6,NLGN1,0.491,TRUE
TLE6,FOXG1,0.556,TRUE
TMSB10,LGALS1,0.427,FALSE
TMSB10,FTL,0.433,FALSE
TNC,ITGB8,0.688,FALSE
TNC,LAMC1,0.447,FALSE
TNC,ITGA9,0.952,FALSE
TNC,EGF,0.599,FALSE
TNC,ITGA6,0.686,FALSE
TNC,ITGB5,0.701,FALSE
TNC,FN1,0.814,FALSE
TNNT1,GAS1,0.442,FALSE
TNNT1,TPM1,0.99,FALSE
TNNT1,DMD,0.594,FALSE
TNNT1,CDON,0.772,FALSE
TNNT1,ACTN3,0.771,FALSE
TPBG,ADGRL1,0.534,FALSE
TPM1,VCL,0.957,FALSE
TPM1,TIAM1,0.412,FALSE
TPM1,ITGB5,0.647,FALSE
TPM1,HNRNPU,0.42,FALSE
TPM1,FGFR2,0.48,FALSE
TPM1,CALM1,0.656,FALSE
TPM1,ACTN3,0.681,FALSE
TPM1,DMD,0.781,FALSE
TPM1,MYLK,0.857,FALSE
TPM1,TNNT1,0.99,FALSE
TRIM9,NTN1,0.571,TRUE
USP2,CTNNB1,0.585,TRUE
USP44,SOX2,0.422,TRUE
VAT1L,ECHDC2,0.566,FALSE
VAX1,NTN1,0.479,FALSE
VAX1,BMP4,0.407,FALSE
VAX1,SIX3,0.622,FALSE
VAX1,SHH,0.48,FALSE
VAX1,FOXG1,0.402,FALSE
VAX1,PAX6,0.416,FALSE
VAX1,LHX2,0.47,FALSE
VCL,CTNND2,0.416,FALSE
VCL,ITGA6,0.42,FALSE
VCL,ITGB8,0.437,FALSE
VCL,FGF2,0.455,FALSE
VCL,PALLD,0.469,FALSE
VCL,ACTN3,0.536,FALSE
VCL,CALM1,0.558,FALSE
VCL,CDH11,0.603,FALSE
VCL,IRS1,0.603,FALSE
VCL,EGF,0.616,FALSE
VCL,IL17RD,0.627,FALSE
VCL,DSP,0.655,FALSE
VCL,GJA1,0.795,FALSE
VCL,MYLK,0.814,FALSE
VCL,ITGB5,0.907,FALSE
VCL,DMD,0.94,FALSE
VCL,TPM1,0.957,FALSE
VCL,FN1,0.992,FALSE
VCL,CTNNB1,0.997,FALSE
VGF,FN1,0.438,FALSE
VGF,FGF8,0.456,FALSE
VGF,TCF12,0.502,FALSE
WLS,WNT1,0.94,TRUE
WLS,SHH,0.408,TRUE
WLS,CTNNB1,0.591,TRUE
WLS,WNT5B,0.853,TRUE
WNT1,SFRP1,0.981,NA
WNT1,GLI1,0.503,NA
WNT1,BMP4,0.595,NA
WNT1,SERPINF1,0.486,NA
WNT1,JAG1,0.694,NA
WNT1,APC,0.76,NA
WNT1,SIX3,0.458,NA
WNT1,FGF2,0.48,NA
WNT1,EGF,0.52,NA
WNT1,NKD1,0.649,NA
WNT1,SEC24D,0.4,NA
WNT1,GLI3,0.403,NA
WNT1,FN1,0.413,NA
WNT1,GLI2,0.416,NA
WNT1,SERPINH1,0.418,NA
WNT1,SOX1,0.421,NA
WNT1,BMP7,0.444,NA
WNT1,COL1A2,0.45,NA
WNT1,NES,0.452,NA
WNT1,PTCH1,0.463,NA
WNT1,FOXA2,0.484,NA
WNT1,TLE4,0.498,NA
WNT1,TCF7L2,0.512,NA
WNT1,FOXO3,0.533,NA
WNT1,PAX6,0.534,NA
WNT1,SOX2,0.541,NA
WNT1,WNT5B,0.543,NA
WNT1,CRTAP,0.603,NA
WNT1,DAAM1,0.657,NA
WNT1,RHOU,0.677,NA
WNT1,OTX2,0.75,NA
WNT1,FRZB,0.785,NA
WNT1,FGF8,0.802,NA
WNT1,SHH,0.805,NA
WNT1,WLS,0.94,NA
WNT1,CTNNB1,0.973,NA
WNT1,FZD5,0.976,NA
WNT1,FZD8,0.995,NA
WNT5B,SFRP1,0.915,FALSE
WNT5B,BMP4,0.48,FALSE
WNT5B,RORA,0.628,FALSE
WNT5B,NKD1,0.431,FALSE
WNT5B,WNT1,0.543,FALSE
WNT5B,FRZB,0.595,FALSE
WNT5B,SHH,0.418,FALSE
WNT5B,WLS,0.853,FALSE
WNT5B,FZD5,0.941,FALSE
WNT5B,FZD8,0.961,FALSE
WNT5B,DAAM1,0.693,FALSE
WNT5B,BMP7,0.402,FALSE
WNT5B,TCF7L2,0.468,FALSE
WNT5B,CTNNB1,0.684,FALSE
XBP1,FOXO3,0.423,FALSE
XBP1,AARS1,0.432,FALSE
XBP1,PAX6,0.438,FALSE
XBP1,IRS1,0.443,FALSE
XBP1,PBX1,0.449,FALSE
XBP1,FOXA1,0.499,FALSE
XBP1,BCL2L11,0.689,FALSE
XBP1,SEC61G,0.842,FALSE
XBP1,SERP1,0.856,FALSE
XBP1,GFPT1,0.862,FALSE
ZFHX4,SOX2,0.437,FALSE
ZIC2,BMP4,0.402,FALSE
ZIC2,SIX3,0.935,FALSE
ZIC2,ZIC5,0.721,FALSE
ZIC2,SHH,0.864,FALSE
ZIC2,GAS1,0.727,FALSE
ZIC2,SOX2,0.581,FALSE
ZIC2,SOX1,0.403,FALSE
ZIC2,PTCH1,0.646,FALSE
ZIC2,POU3F1,0.636,FALSE
ZIC2,LHX2,0.445,FALSE
ZIC2,FBN2,0.404,FALSE
ZIC2,CDON,0.464,FALSE
ZIC2,PAX6,0.494,FALSE
ZIC2,GLI2,0.495,FALSE
ZIC2,ARX,0.537,FALSE
ZIC2,TCF7L2,0.566,FALSE
ZIC2,CTNNB1,0.617,FALSE
ZIC2,GLI3,0.625,FALSE
ZIC2,OTX2,0.684,FALSE
ZIC2,FOXA2,0.753,FALSE
ZIC5,OTX2,0.501,FALSE
ZIC5,ZIC2,0.721,FALSE
ZMAT3,DDB2,0.505,FALSE
ZMAT3,GADD45A,0.432,FALSE
ZMAT3,CCNG1,0.57,FALSE
ZMAT3,CDKN1A,0.687,FALSE
ZNF385B,SPON1,0.405,FALSE
ZNF385B,FEZF1,0.458,FALSE
ZNF521,GLI1,0.577,FALSE
ZNF521,BMP4,0.504,FALSE
ZNF521,GLI2,0.603,FALSE
RPS6KA6,SHH,0.4,TRUE
KLHL5,SHH,0.4,TRUE
TMEM132B,SHH,0.4,FALSE
LINC00261,SHH,0.4,TRUE
NKX2-1-AS1,NKX2-1,0.4,TRUE
LINC00261,NKX2-1,0.4,TRUE
